"LPI_final" "CI_low" "CI_high"
"1990" 1 1 1
"1991" 1.02429409456586 0.948370017367422 1.12017894048207
"1992" 1.03480388726194 0.919888537513033 1.1844784470693
"1993" 1.03448228115243 0.892461909721212 1.22222999752013
"1994" 1.01843559323814 0.856957349635722 1.21648906303745
"1995" 0.9995059808804 0.835594013738416 1.22035541940792
"1996" 0.946200313300907 0.774399364925087 1.15310746814139
"1997" 0.898897074957679 0.726543366976325 1.10439226801622
"1998" 0.848277397537784 0.683336383862689 1.04068157958466
"1999" 0.808209171692773 0.649708737033573 1.00131245949272
"2000" 0.762302545236619 0.610116774835802 0.942566055885099
"2001" 0.721177169889253 0.570622895044834 0.899888666510797
"2002" 0.761087709185794 0.578446081825732 1.01473177644042
"2003" 0.80713835190853 0.593784586710343 1.10470162371778
"2004" 0.85370686879856 0.624644237410474 1.17205933674816
"2005" 0.855499483113012 0.62067255169384 1.18150100571611
"2006" 0.844100065958595 0.606438682069045 1.17496471806754
"2007" 0.81740118554265 0.600419639999663 1.16739565154635
"2008" 0.779562801656616 0.558109709477116 1.14911634230456
"2009" 0.733166358459649 0.493466480996786 1.08733730701477
"2010" 0.73285402326768 0.490744049825903 1.126655674184
"2011" 0.832339151040691 0.53742424854699 1.35963191679531
"2012" 0.493540970784495 0.184466536423915 1.11400845795496
"2013" 0.225113440118784 0.0491828046967744 0.918534060765362
"2014" 0.222172463986266 0.0481741847656262 0.899776902002302
"2015" 0.218755816980097 0.0479692934728969 0.885739550304486
"2016" 0.215058574844305 0.0465024590272192 0.872956643788289
"2017" -99 NA NA
"2018" -99 NA NA
"2019" -99 NA NA
