"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,0.0233129559670821,-0.0129724240172208,-0.0323172991381561,-0.0352379592336107,-0.0199902806831471,-0.0318829618266085,0.00796491035491217,0.0142079400918352,0.0255683162002753,-0.0228516053577076,-0.0287718354249336,0.0257598784969563,0.0320657775651216,0.0326399768715383,0.0265935453068905,-0.0361349731118393,0.0297710479341212,0.0270560245320714,-0.00286917364235894,0.0306169074874864,-0.0245255388638597,-0.0458304648444584,0.0171722569334052,-0.00496880117193244,-0.0289495848647138,-0.0437114933503883,0.0122084197720167,0.0122829526484052
