"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
1,0.0334227115622148,0.0280781199145576,0.0149298240324311,0.0113974655225973,0.0194698077596778,0.0246285623473143,0.0183567786475036,0.00998550623197399,0.0113162396748086,0.0191460520423843,0.0217742264736944,0.0166584215317214,0.0115481930531082,0.0106675917395196,0.0099812676553996,0.00705130585234263,0.00625973024407674,0.0105420741944805,0.0152764307503039,0.0155149373791959,0.00895436958865159,0.0108175168295475,0.0153398525043464,0.0102561309395091,0.0112061913032464,0.0118812718904155,0.0122084197720167,0.0122829526484052
