"1990","1991","1992","1993","1994","1995","1996","1997","1998"
1,0.0267198552406371,0.0116633987396315,-0.00257050247310908,-0.0115730837680801,-0.0294766064363147,-0.0675778117177597,-0.115201226896168,-0.14687665319767
