Binomial	ID	year	popvalue
Balaenoptera_musculus	99	2005	0
Globicephala_melas	102	2005	0
Lagenorhynchus_acutus	103	2005	0
Delphinus_delphis	104	2005	0
Odocoileus_virginianus	151	2005	1.87
Myodes_gapperi	178	2005	0.62
Myodes_gapperi	179	2005	0.2674
Rangifer_tarandus	180	2005	51527
Alces_americanus	182	2005	132412
Rangifer_tarandus	788	2005	204
Rangifer_tarandus	789	2005	47728
Balaenoptera_physalus	87	2006	0.01
Megaptera_novaeangliae	88	2006	60.02
Balaenoptera_musculus	89	2006	3.98
Megaptera_novaeangliae	90	2006	0.02
Halichoerus_grypus	97	2006	262820
Balaenoptera_musculus	99	2006	0
Globicephala_melas	102	2006	0.08
Lagenorhynchus_acutus	103	2006	0.13
Delphinus_delphis	104	2006	0.18
Myodes_gapperi	178	2006	19.0421
Myodes_gapperi	179	2006	2.9893
Rangifer_tarandus	180	2006	45871
Alces_americanus	182	2006	130771
Rangifer_tarandus	788	2006	200
Rangifer_tarandus	789	2006	42600
Balaenoptera_physalus	87	2007	0
Megaptera_novaeangliae	88	2007	87.17
Balaenoptera_musculus	89	2007	0
Megaptera_novaeangliae	90	2007	0
Halichoerus_grypus	97	2007	277250
Balaenoptera_musculus	99	2007	0.05
Globicephala_melas	102	2007	0.13
Lagenorhynchus_acutus	103	2007	0.03
Delphinus_delphis	104	2007	0
Myodes_gapperi	178	2007	21.2921
Myodes_gapperi	179	2007	5.2394
Rangifer_tarandus	180	2007	42934
Alces_americanus	182	2007	128485
Rangifer_tarandus	788	2007	233
Rangifer_tarandus	789	2007	40282
Megaptera_novaeangliae	88	2008	100.2
Balaenoptera_musculus	89	2008	0
Halichoerus_grypus	97	2008	293120
Myodes_gapperi	178	2008	0.9955
Myodes_gapperi	179	2008	3.1219
Rangifer_tarandus	180	2008	40625
Alces_americanus	182	2008	125847
Rangifer_tarandus	788	2008	179
Rangifer_tarandus	789	2008	38255
Halichoerus_grypus	97	2009	307070
Myodes_gapperi	178	2009	0
Myodes_gapperi	179	2009	0.1776
Rangifer_tarandus	180	2009	38944
Alces_americanus	182	2009	122480
Rangifer_tarandus	789	2009	36876
Balaenoptera_physalus	87	2010	0.01
Megaptera_novaeangliae	90	2010	0.01
Halichoerus_grypus	97	2010	319090
Balaenoptera_musculus	99	2010	0.06
Globicephala_melas	102	2010	0.26
Lagenorhynchus_acutus	103	2010	0.04
Delphinus_delphis	104	2010	0.05
Rangifer_tarandus	180	2010	37681
Alces_americanus	182	2010	119561
Myotis_lucifugus	580	2010	60
Rangifer_tarandus	789	2010	35542
Balaenoptera_physalus	87	2011	0.01
Megaptera_novaeangliae	90	2011	0
Balaenoptera_musculus	99	2011	0
Globicephala_melas	102	2011	0.14
Lagenorhynchus_acutus	103	2011	0.02
Delphinus_delphis	104	2011	0.05
Rangifer_tarandus	180	2011	36627
Alces_americanus	182	2011	117548
Myotis_lucifugus	580	2011	160
Rangifer_tarandus	789	2011	34786
Rangifer_tarandus	180	2012	34108
Alces_americanus	182	2012	116359
Myotis_lucifugus	580	2012	35
Rangifer_tarandus	789	2012	33878
Rangifer_tarandus	180	2013	31981
Alces_americanus	182	2013	116179
Myotis_lucifugus	580	2013	3
Rangifer_tarandus	789	2013	33321
Alces_americanus	182	2014	114428
Rangifer_tarandus	789	2014	32667
Alces_americanus	182	2015	114864
Rangifer_tarandus	789	2015	31974
Alces_americanus	182	2016	114150
Rangifer_tarandus	789	2016	30727
