Species,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Pseudopleuronectes_americanus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.303828116366771,-0.232856936911065,-0.114032849541019,0.00537801858733777,0.0880833187090354,-0.128309919699715,-0.217063437208407,-0.0561475730898415,-0.272445387943142,0.325848702788951,0.0559585430254598,NA,NA,NA,NA,NA,NA,NA,NA
Leucoraja_erinacea,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0652560907601494,-0.00337183719619416,0.125782471158549,0.310734750557335,0.517987901779487,0.695509129057888,0.793557713215054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zoarces_americanus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.399886263237646,-0.3718207741709,-0.309083718452483,-0.212030062290158,-0.096010930633503,0.00785911857719968,0.0666800745632126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amia_calva,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0436401067685097,0.0433676011822441,0.0427944163312877,0.0418425916972305,0.04033932114127,0.095262185191862,0.0938512199143032,0.0950708280790755,0.0937488063989492,-0.0650816884320285,-0.0658336889194177,0.0423166753724421,0.0418653098617971,-0.122435377721028,NA,NA,NA
Moxostoma_macrolepidotum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.705318935443941,0.631218154377233,0.486197287143997,0.30157272015995,0.123485080696844,-0.0102336604408861,-0.0905918934276607,-0.113272605844566,-0.0894683922084514,-0.0453221066558902,-0.00939471475047471,0.0021422732121561,-0.00672303065949686,-0.018310911477172,NA,NA,NA
Moxostoma_valenciennesi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121765042876283,0.121765042876174,0.121765042876049,0.121765042876028,0.121765042876159,0.121765042876404,0.121765042876735,0.121765042877071,0.121765042877352,0.12176504287754,0.121765042877609,0.121765042877561,0.121765042877451,0.121765042877367,NA,NA,NA
Moxostoma_carinatum,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0105285433960829,0.0105285433959437,0.0105285433955673,0.0105285433948972,0.010528543394015,0.0105285433931004,0.0105285433922406,0.0105285433916309,0.0105285433913431,0.0105285433912587,0.0105285433911859,0.0105285433910196,0.0105285433908155,0.0105285433906992,NA,NA,NA
Urophycis_tenuis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.698845746801175,-0.275327937905768,0.0871196771999694,-0.0258888306200777,-0.402568867907353,-0.502089296316763,-0.163839777798586,0.24958122710251,0.392845526457978,0.341962379221266,NA,NA,NA,NA,NA,NA,NA
Myotis_lucifugus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.141989577424094,0.141989577424094,0.141989577424094,-0.0871464575467229,-0.0871464575467229,-0.0871464575467229,-0.0871464575467231,-0.0871464575467229,-0.0871464575467229,0.425968732272281,-0.660051938305649,-1,NA,NA,NA,NA,NA
Mallotus_villosus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.291086584354472,-0.22253221984864,-0.0576349817441972,0.169236940798654,0.34712534572533,0.357525853692055,0.172315861750631,-0.10173268773215,-0.291155886081031,NA,NA,NA,NA,NA,NA,NA
Nezumia_bairdii,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106865895983035,0.0852251161044117,0.0504766018971425,0.0173513835109871,-0.00511433148852092,-0.0183597798432871,-0.0287997463396987,-0.0393841431534101,-0.0468231689885785,NA,NA,NA,NA,NA,NA,NA
Ammodytes_dubius,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51694927419577,0.441175191478297,0.297602709506427,0.125483916389486,-0.0249573938781431,-0.119813544159664,-0.155172370976077,-0.153069420447303,-0.143227023619786,NA,NA,NA,NA,NA,NA,NA
Glyptocephalus_cynoglossus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0325373050087574,-0.0325373050094395,-0.0325373050104467,-0.0325373050112314,-0.0325373050115241,-0.0325373050114837,-0.0325373050114517,-0.0325373050115876,-0.0325373050117594,NA,NA,NA,NA,NA,NA,NA
Apeltes_quadracus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.307334906024799,-0.164024425227877,0.242574866897717,0.148710762936101,-0.139599304705049,-0.234874865015191,NA,NA,NA,NA,NA,NA,NA,NA
Fundulus_diaphanus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408709726830776,-1,0.655218496472942,0,-0.327859562086612,0.812257817677783,NA,NA,NA,NA,NA,NA,NA,NA
Fundulus_heteroclitus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0438673625446989,-0.00560618057310188,0.102617335422198,-0.0119577733577058,-0.148230171788249,0.0991192871773939,NA,NA,NA,NA,NA,NA,NA,NA
Gasterosteus_wheatlandi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0564746617840126,-0.38189625353713,0.0755273494881983,0.334217177673944,0.0278085725663647,-0.162652473315709,NA,NA,NA,NA,NA,NA,NA,NA
Microgadus_tomcod,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.303004279061885,-0.126753170504362,-0.109833173457566,0.0568109453757657,0.330308345438067,0.332011270927466,NA,NA,NA,NA,NA,NA,NA,NA
Morone_saxatilis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0454789530577936,0.1159016989283,1,-0.315484088337691,-0.849126357652093,0.161626880382566,NA,NA,NA,NA,NA,NA,NA,NA
Liopsetta_putnami,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107740302829012,-0.344826972670616,0.247645333072089,0.362282806064248,-0.0585736988018969,-0.116873628905694,NA,NA,NA,NA,NA,NA,NA,NA
Pungitius_pungitius,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.162404089608025,-0.178198993647753,0.0651359774741128,0.232173563660386,0.00543037808085817,-0.266972665524055,NA,NA,NA,NA,NA,NA,NA,NA
Salvelinus_fontinalis,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389075625191822,0.301029995663981,-2.77555756156289e-17,-0.389075625191822,0.0880456295278406,0.261439372640169,NA,NA,NA,NA,NA,NA,NA,NA
Syngnathus_fuscus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0683396422665306,0.495383944483546,0.0617485781868199,0.0436311139428601,-0.314996213427502,0.244200004850025,NA,NA,NA,NA,NA,NA,NA,NA
Carassius_auratus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229318924512825,0.229318924512825,0.234590731764425,0.234590731764425,-0.244243309362119,-0.244243309362119,-0.0905273392936157,-0.0905273392936157,0.269995761924012,NA,NA,NA
Lepomis_macrochirus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0504749954048982,-0.0504749954048982,0.225790408058106,0.225790408058107,0.100439705931162,0.100439705931163,0.0079831665725163,0.00798316657251608,-0.640905487472308,NA,NA,NA
