Species,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Noturus_flavus,1,0,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.0340800896228328,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,0.034080089622833,-0.477121254719662,0.0752574989159953,0.0752574989159953,0.0752574989159953,0.0752574989159953,-0.301029995663981,0,NA,NA,NA,NA,NA,NA
Morone_chrysops,1,NA,NA,-0.349485002168009,0.0602059991327963,0.0602059991327961,0.0602059991327961,0.0602059991327963,0.0602059991327963,NA,NA,NA,0.367976785294594,-0.104735350520013,0,0.237360915794604,-0.400816173116583,-0.214906073302713,0.320005403734866,-0.00561781727545839,-0.00561781727545829,-0.161435233521364,-0.339168181664535,0.103165816373186,0.103165816373186,-0.0558166349143814,NA,NA,NA
Carpiodes_cyprinus,1,0.301029995663981,-0.15051499783199,-0.150514997831991,0,0,0,0,0,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,0.0200686663775986,0.0200686663775989,0.0200686663775989,0.0200686663775986,0.0200686663775989,0.0200686663775986,-0.602059991327962,0,NA,NA,NA
Pomoxis_nigromaculatus,1,0.00212477926432131,0.00212477926424759,0.00212477926417143,0.00212477926409371,0.00212477926401844,0.00212477926394694,0.00212477926388077,0.00212477926381616,0.00212477926375532,0.00212477926368648,0.00212477926360854,0.00212477926352372,0.00212477926342935,0.00212477926333321,0.00212477926323684,0.00212477926314003,0.00212477926305032,0.00212477926296351,0.00212477926288335,0.00212477926281496,0.00212477926276189,0.00212477926272525,0.00212477926270482,0.00212477926269683,NA,NA,NA,NA
Notemigonus_crysoleucas,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0895351737112899,0.0895351737115146,0.0895351737119445,0.0895351737125152,0.0895351737131675,0.0895351737138874,0.0895351737146561,0.0895351737153884,0.0895351737159609,0.0895351737162966,0.0895351737164214,0.089535173716436,NA,NA,NA,NA,NA
Menidia_menidia,1,0.0588138290515854,0.0511397478472415,0.0415279192058162,0.0307328440987433,0.0200865663114362,0.0107042369451231,0.00317197546661285,-0.00230224689853942,-0.00569085397750402,-0.00717825369313574,NA,NA,NA,NA,-0.123354224107008,0.152328154896753,-0.0743194250118,0.0931888755895589,-0.184109901690434,0.102201889427975,NA,NA,NA,NA,NA,NA,NA,NA
Alosa_aestivalis,1,-0.025246219288667,-0.0400957025226358,-0.0544782521384235,-0.0683065786666021,-0.080430485618709,-0.0902736071323967,-0.0989165453530539,-0.107683807869294,-0.115808618722855,-0.120670872825809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chelydra_serpentina,1,0.022725944975984,0.00642385651351995,-0.0322780994024803,-0.0403720855677165,-0.0121681192296361,0.00810245053091441,-0.00555653573965098,-0.0254315991547949,-0.0164228499663122,0.011793765910092,0.0240906842421758,0.0127313639433291,0.000886218494914548,0.001102574554388,0.00112529127395811,-0.00636477525652168,-0.00806193186647874,0.00495299182971731,0.0187478297686201,0.0184153022465166,0.0117544022239451,0.0139072254531711,0.0215739500291918,NA,NA,NA,NA,NA
Lepisosteus_osseus,1,0.259383750127881,0.259383750127881,0.259383750127881,-0.137173193025312,-0.414346016228765,-0.414346016228765,-0.414346016228765,0,0.602059991327962,-0.301029995663981,-0.301029995663981,0.159040418239887,0.159040418239887,0.159040418239887,0.45229767099463,-0.151267675330649,-0.176091259055681,NA,NA,0.552841968657781,-0.0826695738934462,-1,1,0.281724840468594,0.182622126214639,NA,NA,NA
Acipenser_fulvescens,1,0,0,0,0,0,0,0,0.477121254719662,-0.176091259055681,NA,NA,0.150514997831991,0.150514997831991,-0.301029995663981,0,0.653212513775344,NA,NA,-0.032303337669352,-0.0323033376693522,-0.602059991327962,0,0,0.2491552768948,0.2491552768948,NA,NA,NA
Percopsis_omiscomaycus,1,-0.0323033376693522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canis_lupus,1,-0.0174143199191245,-0.0171002573978588,0.0142285430178564,-0.0052814384820241,-0.00743371364286087,-0.00697252076230618,-0.00490993752044663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odocoileus_virginianus,1,0.00444995726758673,0.00405830471985436,0.00363964573627495,0.00321112865340301,0.00272722612864645,0.00211251407283652,0.00133958090246178,0.000458615298748855,-0.000457791419700759,-0.00137377795836685,-0.00226752641064654,-0.00306741619725481,-0.0036602988142323,-0.00398550094764061,-0.0040969909086559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ambystoma_maculatum,1,0.338960249573275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lithobates_catesbeianus,1,-0.0139761423852491,-0.171658428610731,0.208882780022073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salmo_trutta,1,0.00554121032233734,0.00190437578670855,-0.001924884463683,-0.00509466185525209,-0.00735177853068025,-0.00883669585523084,-0.00967448443102237,-0.00986538032352957,-0.00941515442718588,-0.00828263111203809,-0.00613512322932763,-0.0024606064076047,0.00272095050583587,0.00826972656234526,0.0124180076168603,0.0141534725938959,0.0140708004941139,0.0136663537313257,0.0138236066446922,0.014222725575098,NA,NA,NA,NA,NA,NA,NA,NA
Emydoidea_blandingii,1,0.0540669697282736,0.0543352832477692,0.0535923515173659,0.0510892621529994,0.0471023225259388,0.0423080165279461,0.0371516516986228,0.0319128978666641,0.0268963490061533,0.0221691702319491,0.0177567751932897,0.0137686806657604,0.0102831406779638,0.007424980677464,0.00534329170537817,0.00404347282660322,0.00336590261171166,0.00319801076668691,0.00360624249522212,0.00465428990398475,0.0061543369533581,0.00772780820592378,0.00910575497950106,0.0102561309395091,0.0112061913032464,0.0118812718904155,0.0122084197720167,0.0122829526484052
Megaptera_novaeangliae,1,-0.0348230199023649,-0.0652380104997727,-0.0854173660109562,-0.0819168254602932,-0.0486776453264008,-0.00357290337496452,0.0201848069082922,0.00485530113573729,-0.0340255343785386,-0.064384523149927,-0.0681116192833042,-0.050958639252599,-0.0276528251818301,-0.00682297773453089,0.00871626568599004,0.0164556724237144,0.0159533821835793,0.0126569720894132,-0.0622195970740154,-0.0617834887089721,-0.0616233907982551,NA,NA,NA,NA,NA,NA,NA
Balaenoptera_musculus,1,0.00280947840790491,0.0025124679394109,0.00211966032684568,0.00153338036025963,0.000305838739304176,-0.0018778204243671,-0.00497182589587056,-0.00867250916051893,-0.0126458674192358,-0.0166595750896295,-0.0205715436098644,-0.0242989614215544,-0.0275752001214238,-0.030188466983031,-0.0321314317368207,-0.0334934816639463,-0.0346351248577915,-0.0357410755862245,0.0152812318402948,0.0138318791581935,0.0129066410937124,NA,NA,NA,NA,NA,NA,NA
Balaenoptera_physalus,1,-0.129694183061032,-0.131777280960955,-0.134357121033036,-0.137098330715061,-0.138569511634026,-0.138215435716123,-0.136582063112502,-0.133825695393129,-0.128219363978717,-0.116308097979116,-0.0950590092543186,-0.0644237549743623,-0.027542334382828,0.0103814049051905,0.0448620921073632,0.0749186333472931,0.100199218124054,0.12063111353644,0.135864458933682,0.145804454518329,0.150558884297139,NA,NA,NA,NA,NA,NA,NA
Globicephala_melas,1,0.0243354736407559,0.0243354736407575,0.0243354736407577,0.0243354736407537,0.0243354736407442,0.0243354736407295,0.024335473640712,0.0243354736406953,0.0243354736406756,0.0243354736406531,0.024335473640628,0.0243354736406058,0.0243354736406021,0.0243354736406263,0.0243354736406785,0.0243354736407511,0.0243354736408221,0.0243354736408739,0.0243354736409067,0.0243354736409217,0.0243354736409226,NA,NA,NA,NA,NA,NA,NA
Lagenorhynchus_acutus,1,-0.0537544326074735,-0.0533342437553539,-0.0526368865086462,-0.0516652952362666,-0.0504501662049592,-0.0490934388897728,-0.0477139750819267,-0.0463423067140398,-0.0448577898728617,-0.0430378964794405,-0.0407047887251955,-0.0378686482057218,-0.0347761430255635,-0.0318165405187418,-0.0293223797652438,-0.027362140064664,-0.0259274615538929,-0.0249168522687446,-0.0242068981083765,-0.0237716418670932,-0.0235920602787452,NA,NA,NA,NA,NA,NA,NA
Delphinus_delphis,1,-0.0635648780034828,-0.0631875814621921,-0.0626034433053144,-0.0617662852558656,-0.0604889922029492,-0.0587589757272233,-0.0567913393515396,-0.0548004057774574,-0.0527274120086711,-0.0501828216679125,-0.0467276887756001,-0.0423030987689055,-0.0371340691608053,-0.03173807127018,-0.0266400333884105,-0.02198375889005,-0.0179321163383102,-0.0146186614159858,-0.0121585207727355,-0.0105759005795769,-0.00984206405200538,NA,NA,NA,NA,NA,NA,NA
Esox_masquinongy,1,0.140258545991917,0.140258545991759,0.140258545991292,0.140258545990671,0.140258545990048,0.140258545989437,0.140258545988758,0.140258545987967,0.14025854598711,0.140258545986277,0.140258545985557,0.140258545985039,0.140258545984786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Storeria_dekayi,1,0.0234752199823869,0.0234752199823837,0.0234752199824078,0.023475219982509,0.0234752199827307,0.0234752199830822,0.0234752199835389,0.0234752199840528,0.0234752199845846,0.0234752199851119,0.0234752199856177,0.0234752199860747,0.0234752199864463,0.0234752199867069,0.0234752199868625,0.0234752199869463,0.0234752199869973,0.0234752199870373,0.0234752199870696,0.0234752199870865,NA,NA,NA,NA,NA,NA,NA,NA
Hippoglossus_hippoglossus,1,0.0657409778440536,0.0657409778440652,0.0657409778440807,0.0657409778440861,0.0657409778440685,0.0657409778440288,0.0657409778439844,0.0657409778439513,0.0657409778439326,0.0657409778439229,0.065740977843915,0.06574097784391,0.0657409778439013,0.065740977843883,0.0657409778438486,0.0657409778438022,0.0657409778437521,0.0657409778437021,0.0657409778436586,0.0657409778436266,0.0657409778436068,0.0657409778436003,NA,NA,NA,NA,NA,NA
Clupea_harengus,1,0.132508355595579,0.122000344301033,0.0952240075320638,0.0341327014527772,-0.0347464253094321,-0.0521640826023724,0.00432169202909249,0.0846219965039399,0.112386128702331,0.0612660407400489,-0.0243172072967366,-0.0795093390193038,-0.0733476249337104,-0.0130667675517815,0.0462521485548715,0.0611324475768626,0.0295581096154143,-0.021836464921172,-0.0645057102105095,-0.085116998745236,NA,NA,NA,NA,NA,NA,NA,NA
Phoca_vitulina,1,NA,-0.1154015902913,-0.115401590291861,-0.115401590292794,-0.115401590293716,-0.115401590294332,-0.115401590294603,-0.115401590294668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cetorhinus_maximus,1,NA,NA,NA,NA,-0.039721618197624,-0.0397216181976592,-0.0397216181977582,-0.03972161819793,-0.0397216181981456,-0.0397216181983689,-0.0397216181985834,-0.0397216181987746,-0.0397216181989131,-0.0397216181989711,-0.0397216181989608,-0.0397216181989266,-0.0397216181988987,-0.0397216181988692,-0.0397216181988201,-0.0397216181987596,-0.0397216181987128,-0.0397216181986923,NA,NA,NA,NA,NA,NA
Pseudacris_triseriata,1,NA,NA,NA,NA,NA,0.0143867537654584,0.00987252918871551,0.00174417479281774,-0.0074043668198468,-0.0149223271329589,-0.0196053529308016,-0.0219481615480235,-0.0233391117064354,-0.0248778646122252,-0.0266291922997223,-0.0278297348012294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reinhardtius_hippoglossoides,1,NA,NA,NA,NA,NA,NA,NA,-0.070970723561091,-0.0754931490135329,-0.0811039302473038,-0.0824192774242274,-0.0762309113157578,-0.0635905325510384,-0.0476608413084882,-0.0298221368010769,-0.00918670410678812,0.0132477814046301,0.0316263608651224,0.0392645515102323,0.0363181487160427,0.0309682249609429,NA,NA,NA,NA,NA,NA,NA
Macrourus_berglax,1,NA,NA,NA,NA,NA,NA,NA,0.209265885029693,0.120921758935445,0.000913465326624952,-0.0607022649817912,-0.0244180661756754,0.054951322519881,0.080773910172601,0.0172712964970421,-0.0715504293135094,-0.0989388562558089,-0.0580332248273363,-0.0209438411600047,-0.0380325987395818,-0.0757407251979942,NA,NA,NA,NA,NA,NA,NA
Amblyraja_radiata,1,NA,NA,NA,NA,NA,NA,NA,0.167934217678805,0.15431384995576,0.04617748147271,-0.0204222869512304,-0.0432333956099095,0.00820318249782293,0.0650534872332142,0.0433098766029148,-0.0366481102009181,-0.178778442597186,-0.116274026153388,-0.0574523159440012,-0.127293168218317,-0.238239763783803,NA,NA,NA,NA,NA,NA,NA
Micropterus_salmoides,1,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0.0586970863518936,0.0586970863518939,0.0586970863518936,-0.176091259055681,0,0,0,NA,NA,NA,NA,NA
Myoxocephalus_octodecemspinosus,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0558634665661515,-0.0545515475790928,-0.0514670984716732,-0.0464499515501688,-0.0402235154097665,-0.0345163171081051,-0.0312433476544369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
