"filename","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Mammifères_pops.txt",1,0.0104246688560189,0.00443338262764216,-0.00013499511277018,-0.00678948733095173,-0.00814817183084271,-0.023802309695205,-0.0222731202933736,-0.0251720718979684,-0.0210141207415825,-0.0253964047514136,-0.024085399904612,0.0233927386464769,0.0255132751227757,0.0243607920103786,0.000910975774844256,-0.00582581727364572,-0.0139586709375399,-0.0205841555274907,-0.0266485787153347,-0.000185052614710168,0.0552828467708969,-0.226977112179877,-0.340921786213652,-0.00571119322493141,-0.00673062130298163,-0.00740284677705416,NA,NA,NA
