"LPI_final" "CI_low" "CI_high"
"1990" 1 1 1
"1991" 1.05514696957899 0.988753448009669 1.12575808987454
"1992" 1.02409567484785 0.9342604637517 1.12541750305484
"1993" 0.950655648119873 0.837662459912773 1.06960362192245
"1994" 0.876567316436841 0.758241900844484 0.998735522605967
"1995" 0.837134022822406 0.716985383566851 0.973937894257718
"1996" 0.777878971066456 0.643641642547293 0.924186035764755
"1997" 0.792276804785799 0.64710572796982 0.964217382000273
"1998" 0.818624770183135 0.664856893834885 1.01239965157343
"1999" 0.868266805067138 0.696892731749377 1.09150799980776
"2000" 0.823761693110711 0.661005936365359 1.02974961662513
"2001" 0.770956291537492 0.60425206439482 0.981060261043836
"2002" 0.818068434259985 0.629032277024881 1.05658888385642
"2003" 0.880755599617826 0.665942826372922 1.13664505125481
"2004" 0.949500919982751 0.706868890885719 1.23889414127133
"2005" 1.0094595828573 0.759336904618292 1.33735231939268
"2006" 0.928867915736606 0.664711654172219 1.26426527557037
"2007" 0.994775338200827 0.707649507610801 1.38498274600323
"2008" 1.05871979821917 0.742680230337892 1.47175442028685
"2009" 1.05174840212537 0.716807775657856 1.4979242951957
"2010" 1.12857069340971 0.775573746479501 1.59351923856015
"2011" 1.06660405270202 0.703439210459603 1.51559888481127
"2012" 0.959782362133341 0.616701448826374 1.39918450210096
"2013" 0.99849299317177 0.614804467930727 1.54809888467567
"2014" 0.987134249553343 0.603249006962315 1.542809187052
"2015" 0.92347817404771 0.543628291616787 1.47876249525664
"2016" 0.835055118147235 0.484068330489682 1.38284851400025
"2017" 0.858862344101428 0.497869005284426 1.42227320144635
"2018" 0.883499920230514 0.512151021027986 1.46307294603599
"2019" -99 NA NA
