"1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016"
1,0.0204332286364878,-0.0240308520771564,-0.0664391684634542,-0.0583710643213654,-0.0300143961601908,-0.0380737545740812,0.0318356236136752,0.0425679817771919,0.0330899379226045,-0.0288839608442378,-0.0391921921948701,0.0304043412598397,0.0364121702788048,0.0377032772173051,0.0338824248658918,-0.0457314886508045,0.0424610262747521,0.0374779141985013,-0.00189414722342532,0.0374658062710635,-0.0458833284816552,-0.0349419715803461,0.0547748709360789,-0.00731800015385277,-0.0356394032024459,-0.0864481794795456
