"filename","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019"
"Oiseaux_pops.txt",1,0.0267198552406371,0.0116633987396315,-0.00257050247310908,-0.0115730837680801,-0.0294766064363147,-0.0675778117177597,-0.115201226896168,-0.14687665319767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
